OTU_ID	E2	F2	G2	B1	D1	E1	G1	A2	C2	D2	E4	F4	G4	A3	C3	E3	G3	A4	C4	D4	E6	F7	B6	C6	D6	H4	B5	C5	D5	F5	H5	A6	A8	C8	F6	H6	B7	C7	E7	G7	Silva_tax	evalue_S	Greengenes_tax	evalue_G 
OTU_1234	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	1.00E-39	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	3.00E-40
OTU_1237	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	2.00E-75	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	1.00E-67
OTU_1243	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Chitinophagaceae; __g"	1.00E-132	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__"	3.00E-133
OTU_1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Ruminococcaceae; __g"	4.00E-126	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__"	1.00E-126
OTU_1246	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Cyanobacteria; __MLE1-12; __o; __f; __g"	5.00E-116	"k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__MLE1-12; f__; g__; s__"	8.00E-112
OTU_1250	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Alteromonadaceae; __OM60(NOR5)_clade"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__OM60; g__; s__"	3.00E-133
OTU_1252	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __mitochondria; __g"	2.00E-87	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"	6.00E-88
OTU_1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Chromatiales; __Ectothiorhodospiraceae; __Acidiferrobacter"	5.00E-116	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"	1.00E-116
OTU_1264	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	5.00E-85	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	9.00E-84
OTU_1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __TM6; __c; __o; __f; __g"	3.00E-86	"k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"	1.00E-86
OTU_1280	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __TM6; __c; __o; __f; __g"	5.00E-116	"k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"	1.00E-116
OTU_1286	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_TM7; __c; __o; __f; __g"	2.00E-109	"k__Bacteria; p__TM7; c__TM7-3; o__; f__; g__; s__"	5.00E-110
OTU_1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodobacterales; __Rhodobacteraceae; __Rhodobacter"	1.00E-125	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__"	4.00E-126
OTU_1297	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Acetobacteraceae; __Acidocella"	2.00E-118	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__; s__"	6.00E-119
OTU_1299	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	8.00E-75	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	3.00E-90
OTU_1304	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Saprospiraceae; __g"	1.00E-125	"k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__"	4.00E-126
OTU_1308	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __env.OPS_17; __g"	3.00E-99	"k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__; g__; s__"	2.00E-128
OTU_1357	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	6.00E-128	"k__Bacteria; p__OD1; c__; o__; f__; g__; s__"	2.00E-128
OTU_1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __Chthoniobacteraceae; __Chthoniobacter"	1.00E-58	"k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__"	7.00E-60
OTU_1376	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Planctomycetes; __Planctomycetacia; __Planctomycetales; __Planctomycetaceae; __Gemmata"	2.00E-130	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__Gemmata; s__"	4.00E-126
OTU_1380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __WCHB1-60; __c; __o; __f; __g"	1.00E-91	"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"	4.00E-92
OTU_1385	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella"	4.00E-104	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"	1.00E-104
OTU_1389	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella"	3.00E-117	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__Aquicella; s__"	9.00E-118
OTU_1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	4.00E-92	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	1.00E-73
OTU_1402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __DB1-14; __f; __g"	2.00E-106	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"	5.00E-107
OTU_1416	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	2.00E-60	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	7.00E-60
OTU_1424	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __DB1-14; __f; __g"	1.00E-125	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"	4.00E-126
OTU_1425	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Bacteroidia; __Bacteroidales; __Bacteroidaceae; __Bacteroides"	2.00E-106	"k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__"	1.00E-104
OTU_1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	2.00E-87	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	1.00E-67
OTU_1433	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	"Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __0319-6G20; __g"	9.00E-93	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"	1.00E-123
OTU_1440	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __0319-6G20; __g"	3.00E-86	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"	1.00E-86
OTU_1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Chlamydiae; __Chlamydiae; __Chlamydiales; __Parachlamydiaceae; __Neochlamydia"	3.00E-111	"k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__"	8.00E-112
OTU_1453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __MNG3; __f; __g"	1.00E-82	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__; s__"	4.00E-83
OTU_1459	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __0319-6G20; __g"	3.00E-123	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20; g__; s__"	1.00E-123
OTU_1473	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Nitrospirae; __Nitrospira; __Nitrospirales; __0319-6A21; __g"	1.00E-125	"k__Bacteria; p__Nitrospirae; c__Nitrospira; o__Nitrospirales; f__0319-6A21; g__; s__"	4.00E-126
OTU_1482	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __WCHB1-60; __c; __o; __f; __g"	1.00E-132	"k__Bacteria; p__TM7; c__SC3; o__; f__; g__; s__"	3.00E-133
OTU_1489	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Spirochaetes; __Spirochaetes; __Spirochaetales; __Spirochaetaceae; __g"	3.00E-117	"k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__"	9.00E-118
OTU_1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_TM7; __c; __o; __f; __g"	1.00E-101	"k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"	3.00E-102
OTU_1503	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __Hyphomicrobium"	2.00E-118	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium; s__"	2.00E-121
OTU_1506	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	1.00E-21	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	3.00E-25
OTU_1522	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Family_Incertae_Sedis; __Rhizomicrobium"	3.00E-123	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Ellin329; f__; g__; s__"	1.00E-123
OTU_1525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_TM7; __c; __o; __f; __g"	8.00E-121	"k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__"	2.00E-121
OTU_1527	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Acidobacteria; __Holophagae; __Elev-16S-816; __f; __g"	5.00E-116	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__; g__; s__"	8.00E-112
OTU_1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Hyphomicrobiaceae; __Devosia"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__"	3.00E-133
OTU_1540	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Clostridium"	1.00E-132	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__"	3.00E-133
OTU_1545	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __0319-6G20; __g"	1.00E-88	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__"	1.00E-92
OTU_1555	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __RB446; __g"	7.00E-109	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__; g__; s__"	2.00E-109
OTU_1569	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Deltaproteobacteria; __Sh765B-TzT-29; __f; __g"	1.00E-132	"k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__NB1-j; f__JTB38; g__; s__"	7.00E-131
OTU_1573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Archaea; __Euryarchaeota; __Halobacteria; __Halobacteriales; __Deep_Sea_Hydrothermal_Vent_Gp_6(DHVEG-6); __Candidatus_Parvarchaeum"	4.00E-70	"k__Archaea; p__[Parvarchaeota]; c__[Parvarchaea]; o__WCHD3-30; f__; g__; s__"	2.00E-60
OTU_1577	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella"	6.00E-128	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"	8.00E-112
OTU_1595	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Actinobacteria; __Thermoleophilia; __Solirubrobacterales; __Patulibacteraceae; __Patulibacter"	6.00E-128	"k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Patulibacteraceae; g__; s__"	2.00E-128
OTU_1601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __DB1-14; __f; __g"	7.00E-109	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"	2.00E-109
OTU_1606	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Acidobacteria; __Acidobacteria; __JH-WHS99; __f; __g"	7.00E-109	"k__Bacteria; p__Acidobacteria; c__Solibacteres; o__JH-WHS99; f__; g__; s__"	3.00E-99
OTU_1607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Oxalobacteraceae; __Herbaspirillum"	7.00E-109	"k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__"	2.00E-109
OTU_1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	2.00E-118	"k__Bacteria; p__OD1; c__ABY1; o__; f__; g__; s__"	3.00E-90
OTU_1627	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Cytophagaceae; __Flexibacter"	8.00E-121	"k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__; s__"	9.00E-118
OTU_1632	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Chlamydiae; __Chlamydiae; __Chlamydiales; __Parachlamydiaceae; __Neochlamydia"	9.00E-90	"k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Parachlamydiaceae; g__; s__"	3.00E-90
OTU_1634	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __DB1-14; __f; __g"	2.00E-94	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__BD7-3; f__; g__; s__"	2.00E-97
OTU_1640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhizobiales; __Bartonellaceae; __Bartonella"	1.00E-101	"k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bartonellaceae; g__; s__"	3.00E-133
OTU_1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Verrucomicrobia; __Spartobacteria; __Chthoniobacterales; __LD29; __g"	4.00E-92	"k__Bacteria; p__Verrucomicrobia; c__; o__; f__; g__; s__"	3.00E-96
OTU_1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	8.00E-78	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	2.00E-78
OTU_1658	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	3.00E-49	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	1.00E-49
OTU_1661	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __TM6; __c; __o; __f; __g"	3.00E-80	"k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__"	9.00E-81
OTU_1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Planctomycetes; __Planctomycetacia; __Planctomycetales; __Planctomycetaceae; __Pir1_lineage"	1.00E-113	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"	3.00E-114
OTU_1673	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Planctomycetes; __Planctomycetacia; __Planctomycetales; __Planctomycetaceae; __Pirellula"	9.00E-90	"k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__; s__"	4.00E-89
OTU_1676	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Firmicutes; __Bacilli; __Bacillales; __Bacillaceae; __Bacillus"	1.00E-132	"k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus; s__"	3.00E-133
OTU_1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Nitrospirae; __Nitrospira; __Nitrospirales; __4-29; __g"	2.00E-87	"k__Bacteria; p__FCPU426; c__; o__; f__; g__; s__"	6.00E-88
OTU_1703	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Lachnospiraceae; __Incertae_Sedis"	3.00E-111	"k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__"	4.00E-126
OTU_1720	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	"Bacteria; __Proteobacteria; __Gammaproteobacteria; __Legionellales; __Coxiellaceae; __Aquicella"	3.00E-123	"k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__"	6.00E-119
OTU_1724	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"Bacteria; __Candidate_division_OD1; __c; __o; __f; __g"	2.00E-72	"k__Bacteria; p__OD1; c__ZB2; o__; f__; g__; s__"	5.00E-73
