taxonomy	Domain	Phylum	Class	Order	Family	Genus
ZOTU_3641	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Oceanicaulis	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Oceanicaulis
ZOTU_3642	Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	Candidatus Magasanikbacteria-unclass	Candidatus Magasanikbacteria-unclass
ZOTU_3645	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prolixibacteraceae;Roseimarinus	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus
ZOTU_3646	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiales-unclass	Chlamydiales-unclass
ZOTU_3647	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Halobacteroidaceae-unclass
ZOTU_3648	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_3649	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula
ZOTU_3650	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila
ZOTU_3651	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ZOTU_3652	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
ZOTU_3653	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	SB-5	SB-5-unclass
ZOTU_3655	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured
ZOTU_3656	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ZOTU_3657	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	JGI 0000069-P22-unclass	JGI 0000069-P22-unclass
ZOTU_3658	Bacteria;Gemmatimonadetes;PAUC43f marine benthic group	Bacteria	Gemmatimonadetes	PAUC43f marine benthic group	PAUC43f marine benthic group-unclass	PAUC43f marine benthic group-unclass	PAUC43f marine benthic group-unclass
ZOTU_3659	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19-unclass
ZOTU_3660	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium
ZOTU_3661	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae-unclass
ZOTU_3662	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Pseudohongiellaceae;BIyi10	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	BIyi10
ZOTU_3663	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_3664	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ZOTU_3665	Bacteria;Chloroflexi;JG30-KF-CM66	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66-unclass	JG30-KF-CM66-unclass	JG30-KF-CM66-unclass
ZOTU_3666	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae-unclass
ZOTU_3667	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_3669	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_3670	Bacteria;Patescibacteria;Microgenomatia;Candidatus Pacebacteria	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	Candidatus Pacebacteria-unclass	Candidatus Pacebacteria-unclass
ZOTU_3673	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Arcobacteraceae;Arcobacter	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ZOTU_3674	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ZOTU_3675	Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
ZOTU_3676	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	uncultured
ZOTU_3677	Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536-unclass	Ga0077536-unclass
ZOTU_3678	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_3681	Bacteria;Planctomycetes;vadinHA49	Bacteria	Planctomycetes	vadinHA49	vadinHA49-unclass	vadinHA49-unclass	vadinHA49-unclass
ZOTU_3683	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3684	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ZOTU_3685	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_3686	Bacteria;Atribacteria;JS1	Bacteria	Atribacteria	JS1	JS1-unclass	JS1-unclass	JS1-unclass
ZOTU_3687	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella
ZOTU_3688	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_3689	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Cryomorphaceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	uncultured
ZOTU_3690	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ZOTU_3691	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Polynucleobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Polynucleobacter
ZOTU_3692	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3694	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Marinomonadaceae;Marinomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
ZOTU_3696	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured
ZOTU_3697	Bacteria	Bacteria	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass	Bacteria-unclass
ZOTU_3699	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium
ZOTU_3700	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;Salinibacter	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Salinibacter
ZOTU_3701	Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ZOTU_3702	Bacteria;Planctomycetes;vadinHA49	Bacteria	Planctomycetes	vadinHA49	vadinHA49-unclass	vadinHA49-unclass	vadinHA49-unclass
ZOTU_3703	Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Opitutales-unclass	Opitutales-unclass
ZOTU_3704	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae;Anaerophaga	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiliaceae	Anaerophaga
ZOTU_3705	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_3706	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_3707	Bacteria;Lentisphaerae	Bacteria	Lentisphaerae	Lentisphaerae-unclass	Lentisphaerae-unclass	Lentisphaerae-unclass	Lentisphaerae-unclass
ZOTU_3708	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_3709	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae-unclass
ZOTU_3710	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	uncultured
ZOTU_3711	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3712	Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Trueperaceae;Truepera	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
ZOTU_3714	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
ZOTU_3716	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ZOTU_3717	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfopila	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila
ZOTU_3718	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ZOTU_3719	Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Rhodopirellula	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula
ZOTU_3720	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Rhodoferax	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhodoferax
ZOTU_3722	Bacteria;Cyanobacteria;Melainabacteria;Vampirovibrionales	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	Vampirovibrionales-unclass	Vampirovibrionales-unclass
ZOTU_3723	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_3725	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_3726	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_3727	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_3728	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodovibrionales;Kiloniellaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	uncultured
ZOTU_3729	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Rhodothermaceae-unclass
ZOTU_3730	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	JGI 0000069-P22-unclass	JGI 0000069-P22-unclass
ZOTU_3731	Bacteria;Dependentiae;Babeliae;Babeliales	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales-unclass	Babeliales-unclass
ZOTU_3732	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_3733	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ZOTU_3737	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_3738	Bacteria;Verrucomicrobia;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ZOTU_3740	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3741	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae-unclass
ZOTU_3742	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_3743	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ZOTU_3744	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae;Peredibacter	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
ZOTU_3745	Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae;uncultured	Bacteria	Bacteroidetes	Rhodothermia	Balneolales	Balneolaceae	uncultured
ZOTU_3746	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3747	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Nostocaceae;Nodularia PCC-9350	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nodularia PCC-9350
ZOTU_3748	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sandarakinorhabdus	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus
ZOTU_3749	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3750	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halanaerobium
ZOTU_3752	Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Cyclobacteriaceae;uncultured	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	uncultured
ZOTU_3753	Bacteria;Verrucomicrobia;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae	Bacteria	Verrucomicrobia	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae-unclass
ZOTU_3754	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_3755	Bacteria;Proteobacteria;Alphaproteobacteria	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass	Alphaproteobacteria-unclass
ZOTU_3756	Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ZOTU_3757	Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae;Salinibacter	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	Salinibacter
ZOTU_3758	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3759	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_3760	Bacteria;Proteobacteria;Gammaproteobacteria	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass	Gammaproteobacteria-unclass
ZOTU_3761	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rubellimicrobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
ZOTU_3762	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Candidatus Megaira	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
ZOTU_3764	Bacteria;Patescibacteria;Parcubacteria	Bacteria	Patescibacteria	Parcubacteria	Parcubacteria-unclass	Parcubacteria-unclass	Parcubacteria-unclass
ZOTU_3766	Bacteria;Patescibacteria;Gracilibacteria;JGI 0000069-P22	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	JGI 0000069-P22-unclass	JGI 0000069-P22-unclass
ZOTU_3767	Bacteria;Planctomycetes;vadinHA49	Bacteria	Planctomycetes	vadinHA49	vadinHA49-unclass	vadinHA49-unclass	vadinHA49-unclass
ZOTU_3768	Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	uncultured-unclass
ZOTU_3769	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Blfdi19	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19-unclass
ZOTU_3770	Bacteria;Firmicutes;Bacilli;Bacillales	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales-unclass	Bacillales-unclass
ZOTU_3771	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	SM2D12-unclass
ZOTU_3772	Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrionaceae-unclass
ZOTU_3773	Bacteria;Patescibacteria;Parcubacteria;Candidatus Kaiserbacteria	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	Candidatus Kaiserbacteria-unclass	Candidatus Kaiserbacteria-unclass
ZOTU_3774	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;uncultured	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	uncultured
ZOTU_3775	Bacteria;Patescibacteria;ABY1;Candidatus Magasanikbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Magasanikbacteria	Candidatus Magasanikbacteria-unclass	Candidatus Magasanikbacteria-unclass
ZOTU_3776	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ZOTU_3779	Bacteria;Proteobacteria;Alphaproteobacteria;Caedibacterales;Caedibacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacteraceae-unclass
ZOTU_3780	Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Bradymonadaceae-unclass
ZOTU_3781	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae-unclass
ZOTU_3782	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Rheinheimera	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera
ZOTU_3784	Bacteria;Patescibacteria;ABY1;Candidatus Falkowbacteria	Bacteria	Patescibacteria	ABY1	Candidatus Falkowbacteria	Candidatus Falkowbacteria-unclass	Candidatus Falkowbacteria-unclass
ZOTU_3785	Bacteria;Cyanobacteria;Oxyphotobacteria;Nostocales;Geitlerinemaceae;Geitlerinema PCC-7105	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Geitlerinemaceae	Geitlerinema PCC-7105
ZOTU_3786	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacteraceae-unclass
ZOTU_3787	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured
ZOTU_3788	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
